,review,game,overall_score,genre,reviewer_id
847,This expansion is certainly geared towards satisfying long-time fans instead of bringing new people into the mix.,"Warhammer 40,000: Dawn of War II - Retribution",86.0,Strategy,988
848,"However, if you're just looking for a fun multiplayer RTS experience, then you won't be disappointed.","Warhammer 40,000: Dawn of War II - Retribution",86.0,Strategy,988
849,"Dawn of War II - Retribution has a well-designed campaign, a fast-paced multiplayer and solid gameplay.","Warhammer 40,000: Dawn of War II - Retribution",86.0,Strategy,989
850,It's a generous expansion.,"Warhammer 40,000: Dawn of War II - Retribution",86.0,Strategy,989
851,Retribution is a solid stand alone expansion that I would have no problem paying $50 for... and it retails for $30.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,990
852,"The short campaign isn't as replayable as it should be, but Retribution's three bloody modes each offer great combat options.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,991
853,"[April 2011, p.68]","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,991
854,"The combination of the RTS and action RPG elements into a new, hybrid game work
beautifully here, making this the most successful (so far) iteration of the experiment Relic began with DoW II.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,992
855,"It wonʼt appeal to hardcore strategy enthusiasts, but then itʼs not trying to.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,992
856,"If you already have the core game and first expansion and are satisfied with them, there may not be enough new here to entice you into buying.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,993
857,"But if you want to finish out the story of Sub-Sector Aurelia, or you want to try out a different race, or if you just can't get enough, Retribution is a steal at $30.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,993
858,Stays true to its previous releases without compromising on innovation.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,994
859,The developers have chosen to resemble the campaign mode more like multiplayer games and this leads to awesome confrontations.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,994
860,"To this we must add the new faction, Imperial Guard, and the possibility to play the campaign with any of the 6 standing armies.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,994
861,Bound for fans of the franchise and lovers of fast-paced RTS.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,994
862,This stand-alone expansion is the best iteration of Dawn of War II yet.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,995
863,Dawn of War II keeps improving and shining.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,996
864,It is a game which will be liked both by seasoned strategy players and also newcomers.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,996
865,It's hard not to recommend Retribution.,"Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,997
866,"You're getting a standalone experience with an exceptionally large amount of replayability, depending on how into Warhammer 40,000 you are.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,997
867,"And even if you ultimately only touch one of the campaigns, try out the multiplayer for a bit, and dabble in The Last Stand, it's worth picking up.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,997
868,"It makes warfare into something violently beautiful, and pays homage to the nerdy lore that Warhammer fans like me can't get enough of.","Warhammer 40,000: Dawn of War II - Retribution",85.0,Strategy,998
869,"With a great single-player campaign including six fully-playable races, Retribution once again scores a win for the venerable series.","Warhammer 40,000: Dawn of War II - Retribution",83.0,Strategy,999
870,"For those who never played a Warhammer 40K : Dawn of War 2 title, Retribution is a very good introduction, giving access to all six factions and an improved multiplayer mode, from a technical standpoint.","Warhammer 40,000: Dawn of War II - Retribution",82.0,Strategy,1000
871,"For the veterans, however, the novelties may be a bit too superficial and the campaigns may disappoint those who appreciated Chaos Rising.","Warhammer 40,000: Dawn of War II - Retribution",82.0,Strategy,1000
872,Beyond that though there isn't much to say about Retribution.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1001
873,It builds on and enhances many aspects of the previous games while still using the same game engine.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1001
874,The graphics and sound quality are the same as they've ever been so it's really all about the gameplay changeups.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1001
875,The game unequivocally succeeds in giving people more of what they love but there is the real danger of stagnation here.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1001
876,The next games are going to have to do something impressive if they want to continue wowing gamers with each release.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1001
877,"Developer Relic also seems to be having a lot more fun with the loot this time around, as players can even equip some of their heroes with rare items that sound ridiculous but in practise turn out to be quite awesome.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1002
878,Like a machine gun that has a chance to call in an artillery strike.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1002
879,"The choice to bring six armies to the pretend tabletop leaves Retribution short on one playthrough, but overflowing with things to do in comparison with its predecessors.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1003
880,"[May 2011, p.95]","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1003
881,"Another good stand-alone expansion from Relic, that once again manage to convince players with a quality product set in Warhammer 40.000's universe.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1004
882,For the price of thirty bucks Dawn of War II - Retribution is absolutely a must buy.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1005
883,This expansion is packed with enough content to be a game of its own.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1005
884,"This is the expansion pack that Chaos Rising should have been, and essential strategy gaming!","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1006
885,"[Apr 2011, p.58]","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1006
886,"The newest add-on doesn't introduce any revolutionary changes, but sums up the game's evolution well by offering an immersive single player campaign as well as a great multiplayer mode.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1007
887,"And since Retribution is a standalone product, it is also a great game for people who want to begin their journey into the world of Dawn of War II.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1007
888,"Through a combination of great storytelling, a user-friendly interface and gameplay so fun that it'll keep players entertained for hours on end, Dawn of War II – Retribution offers both new fans and veteran players with a compelling reason to delve into the action.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1008
889,Dawn of War II - Retribution is not a genre-beater; it has its issues.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1009
890,But none of its niggles stop it from being a great RTS romp.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1009
891,"It still offers that unique Dawn of War II experience, deep strategy, interesting (although repetitive) missions and is one hefty standalone package for the $30 asking price.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1009
892,Should you buy Retribution?,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1010
893,It really depends.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1010
894,Are you a fan of either the previous games or the tabletop game on which they're based?,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1010
895,"If so, then chances are, you will enjoy this entry enough to justify the modest $30 price tag.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1010
896,"For those new to the franchise, however, I would advise getting Dawn of War 2 instead, which is by far the better experience and often cheaper, as well.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1010
897,"The fast paced action, smooth gameplay and variety of units provide a much needed boost to the single player game play of the series.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1011
898,"Even with some minor annoyances with the menus and on some loading screens the overall game makes up for it in spades, especially at a reasonable price tag on Steam.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1011
899,The best Dawn of War II expansion and an excellent value.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1012
900,"For $30, you get a solid campaign, tons of multiplayer maps, and the so-much-fun-it-should-be-illegal Last Stand mode, all wrapped up in a beautiful package.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1012
901,"The pace of innovation is only fractionally slower in the second expansion to Relic's superb action strategy, with plenty to entertain new fans and old.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1013
902,Perhaps it has something less than the previous add-on but the new campaign and the new race are something no Dawn of War II fan can miss.,"Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1014
903,"For a standalone expansion pack, Retribution does pretty much everything right; it has a ton of content, and it makes that content more accessible and more fun than it was in DoW2, although it's still probably not going to appeal to gamers who are fans of a more traditional, gather-build-rush RTS formula.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1015
904,"A great expansion (that you can play without having the original game)
designed for Warhammer and Dawn of War II fans, but also a great entry
point for people new to the franchise.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1016
905,"And there's the trade-off: the tight, narrative flow of Chaos Rising may be gone, but in its place, there's enormous diversity, and more toys than you could possibly hope for in a £20, standalone expansion.","Warhammer 40,000: Dawn of War II - Retribution",80.0,Strategy,1017
906,Worth grabbing when the price drops.,"Warhammer 40,000: Dawn of War II - Retribution",79.0,Strategy,1018
907,"[May 2011, p.92]","Warhammer 40,000: Dawn of War II - Retribution",79.0,Strategy,1018
